speaker,recording_id,word,t_start,t_end,duration,wav_path
UR,ur_rus_list1_FRcorp5,dis,1.04,1.33,0.29,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp5.wav
UR,ur_rus_list1_FRcorp5,divan,1.33,1.7864600382277578,0.4565,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp5.wav
UR,ur_rus_list1_FRcorp5,trois,1.8341606280126643,2.0865762489577944,0.2524,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp5.wav
UR,ur_rus_list1_FRcorp5,fois,2.0865762489577944,2.42,0.3334,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp5.wav
UR,ur_rus_list1_FRcorp60,dis,0.95,1.13,0.18,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp60.wav
UR,ur_rus_list1_FRcorp60,pour,1.13,1.336456862664359,0.2065,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp60.wav
UR,ur_rus_list1_FRcorp60,gabriel,1.336456862664359,1.83,0.4935,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp60.wav
UR,ur_rus_list1_FRcorp60,trois,1.83,2.0692766194399272,0.2393,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp60.wav
UR,ur_rus_list1_FRcorp60,fois,2.0692766194399272,2.344324454660154,0.275,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp60.wav
UR,ur_rus_list1_FRcorp61,dis,1.08,1.31,0.23,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp61.wav
UR,ur_rus_list1_FRcorp61,juxtaposer,1.31,1.8959304583025356,0.5859,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp61.wav
UR,ur_rus_list1_FRcorp61,trois,1.8959304583025356,2.102793356595092,0.2069,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp61.wav
UR,ur_rus_list1_FRcorp61,fois,2.102793356595092,2.41,0.3072,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp61.wav
UR,ur_rus_list1_FRcorp62,dis,1.0197912150904231,1.21,0.1902,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp62.wav
UR,ur_rus_list1_FRcorp62,louche,1.21,1.51,0.3,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp62.wav
UR,ur_rus_list1_FRcorp62,trois,1.51,1.7177248686925617,0.2077,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp62.wav
UR,ur_rus_list1_FRcorp62,fois,1.7177248686925617,2.033340553538284,0.3156,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp62.wav
UR,ur_rus_list1_FRcorp63,dis,0.89,1.071851534240233,0.1819,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp63.wav
UR,ur_rus_list1_FRcorp63,hier,1.071851534240233,1.36,0.2881,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp63.wav
UR,ur_rus_list1_FRcorp63,trois,1.36,1.56967833611029,0.2097,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp63.wav
UR,ur_rus_list1_FRcorp63,fois,1.56967833611029,1.8657714012748332,0.2961,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp63.wav
UR,ur_rus_list1_FRcorp64,la,1.26,1.45,0.19,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp64.wav
UR,ur_rus_list1_FRcorp64,roue,1.45,1.64,0.19,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp64.wav
UR,ur_rus_list1_FRcorp64,sur,1.64,1.94,0.3,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp64.wav
UR,ur_rus_list1_FRcorp64,la,1.94,2.16,0.22,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp64.wav
UR,ur_rus_list1_FRcorp64,rue,2.16,2.32,0.16,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp64.wav
UR,ur_rus_list1_FRcorp64,roule,2.32,2.58,0.26,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp64.wav
UR,ur_rus_list1_FRcorp64,la,2.58,3.0,0.42,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp64.wav
UR,ur_rus_list1_FRcorp64,rue,3.0,3.19,0.19,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp64.wav
UR,ur_rus_list1_FRcorp64,sous,3.19,3.39,0.2,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp64.wav
UR,ur_rus_list1_FRcorp64,la,3.39,3.56,0.17,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp64.wav
UR,ur_rus_list1_FRcorp64,roue,3.56,3.74,0.18,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp64.wav
UR,ur_rus_list1_FRcorp64,reste,3.74,4.14,0.4,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp64.wav
UR,ur_rus_list1_FRcorp65,dis,1.14,1.3,0.16,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp65.wav
UR,ur_rus_list1_FRcorp65,louche,1.3,1.57,0.27,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp65.wav
UR,ur_rus_list1_FRcorp65,trois,1.57,1.77,0.2,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp65.wav
UR,ur_rus_list1_FRcorp65,fois,1.77,2.1,0.33,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp65.wav
UR,ur_rus_list1_FRcorp66,dis,1.07,1.2117106047246249,0.1417,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp66.wav
UR,ur_rus_list1_FRcorp66,garage,1.2117106047246249,1.6691939105039793,0.4575,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp66.wav
UR,ur_rus_list1_FRcorp66,trois,1.6691939105039793,1.8740371817484665,0.2048,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp66.wav
UR,ur_rus_list1_FRcorp66,fois,1.8740371817484665,2.133505325324817,0.2595,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp66.wav
UR,ur_rus_list1_FRcorp67,dis,1.19,1.34,0.15,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp67.wav
UR,ur_rus_list1_FRcorp67,cache,1.34,1.55,0.21,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp67.wav
UR,ur_rus_list1_FRcorp67,cache,1.55,1.77,0.22,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp67.wav
UR,ur_rus_list1_FRcorp67,trois,1.77,1.9796169547546012,0.2096,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp67.wav
UR,ur_rus_list1_FRcorp67,fois,1.9796169547546012,2.2861606155532157,0.3065,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp67.wav
UR,ur_rus_list1_FRcorp68,dis,0.9460498555233204,1.1349849000675505,0.1889,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp68.wav
UR,ur_rus_list1_FRcorp68,divan,1.1349849000675505,1.5457132577723984,0.4107,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp68.wav
UR,ur_rus_list1_FRcorp68,trois,1.5457132577723984,1.7477916097631834,0.2021,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp68.wav
UR,ur_rus_list1_FRcorp68,fois,1.7477916097631834,2.05,0.3022,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp68.wav
UR,ur_rus_list1_FRcorp69,dis,1.0322498630873187,1.1842474242214256,0.152,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp69.wav
UR,ur_rus_list1_FRcorp69,sérieux,1.1842474242214256,1.64,0.4558,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp69.wav
UR,ur_rus_list1_FRcorp69,trois,1.64,1.8673629001229863,0.2274,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp69.wav
UR,ur_rus_list1_FRcorp69,fois,1.8673629001229863,2.171358022391201,0.304,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp69.wav
UR,ur_rus_list1_FRcorp6,dis,0.9732572691797868,1.2535704036415602,0.2803,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp6.wav
UR,ur_rus_list1_FRcorp6,pour,1.2535704036415602,1.53,0.2764,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp6.wav
UR,ur_rus_list1_FRcorp6,gabriel,1.53,2.14,0.61,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp6.wav
UR,ur_rus_list1_FRcorp6,trois,2.14,2.413339250040653,0.2733,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp6.wav
UR,ur_rus_list1_FRcorp6,fois,2.413339250040653,2.742867667652204,0.3295,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp6.wav
UR,ur_rus_list1_FRcorp70,dis,1.1925309052504498,1.452023081848868,0.2595,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp70.wav
UR,ur_rus_list1_FRcorp70,juxtaposer,1.452023081848868,2.0273313183383843,0.5753,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp70.wav
UR,ur_rus_list1_FRcorp70,trois,2.0273313183383843,2.246592149727745,0.2193,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp70.wav
UR,ur_rus_list1_FRcorp70,fois,2.246592149727745,2.54,0.2934,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp70.wav
UR,ur_rus_list1_FRcorp71,dis,0.87,1.0122377077512503,0.1422,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp71.wav
UR,ur_rus_list1_FRcorp71,garage,1.0122377077512503,1.39,0.3778,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp71.wav
UR,ur_rus_list1_FRcorp71,trois,1.39,1.575733123009009,0.1857,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp71.wav
UR,ur_rus_list1_FRcorp71,fois,1.575733123009009,1.88,0.3043,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp71.wav
UR,ur_rus_list1_FRcorp72,dis,0.9390932980521268,1.09,0.1509,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp72.wav
UR,ur_rus_list1_FRcorp72,j'en,1.09,1.304308923484326,0.2143,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp72.wav
UR,ur_rus_list1_FRcorp72,chie,1.304308923484326,1.48,0.1757,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp72.wav
UR,ur_rus_list1_FRcorp72,trois,1.48,1.7046107662069545,0.2246,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp72.wav
UR,ur_rus_list1_FRcorp72,fois,1.7046107662069545,2.0235763779381326,0.319,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp72.wav
UR,ur_rus_list1_FRcorp73,dis,1.193305666805258,1.38,0.1867,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp73.wav
UR,ur_rus_list1_FRcorp73,juxtaposer,1.38,1.963944506661616,0.5839,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp73.wav
UR,ur_rus_list1_FRcorp73,trois,1.963944506661616,2.2092355659642657,0.2453,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp73.wav
UR,ur_rus_list1_FRcorp73,fois,2.2092355659642657,2.5356465031465327,0.3264,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp73.wav
UR,ur_rus_list1_FRcorp74,dis,1.06,1.23,0.17,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp74.wav
UR,ur_rus_list1_FRcorp74,pas,1.23,1.4105393301539493,0.1805,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp74.wav
UR,ur_rus_list1_FRcorp74,ceux,1.4105393301539493,1.61,0.1995,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp74.wav
UR,ur_rus_list1_FRcorp74,trois,1.61,1.82,0.21,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp74.wav
UR,ur_rus_list1_FRcorp74,fois,1.82,2.18,0.36,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp74.wav
UR,ur_rus_list1_FRcorp75,dis,0.956110059498731,1.13,0.1739,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp75.wav
UR,ur_rus_list1_FRcorp75,pour,1.13,1.33,0.2,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp75.wav
UR,ur_rus_list1_FRcorp75,gabriel,1.33,1.79,0.46,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp75.wav
UR,ur_rus_list1_FRcorp75,trois,1.79,2.0194199371873998,0.2294,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp75.wav
UR,ur_rus_list1_FRcorp75,fois,2.0194199371873998,2.3476019982024208,0.3282,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp75.wav
UR,ur_rus_list1_FRcorp76,dis,0.92,1.110280976327601,0.1903,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp76.wav
UR,ur_rus_list1_FRcorp76,hier,1.110280976327601,1.44,0.3297,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp76.wav
UR,ur_rus_list1_FRcorp76,trois,1.44,1.6671725125173495,0.2272,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp76.wav
UR,ur_rus_list1_FRcorp76,fois,1.6671725125173495,2.02,0.3528,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp76.wav
UR,ur_rus_list1_FRcorp77,dis,1.1989654120438809,1.42,0.221,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp77.wav
UR,ur_rus_list1_FRcorp77,tulle,1.42,1.69,0.27,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp77.wav
UR,ur_rus_list1_FRcorp77,trois,1.69,1.89,0.2,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp77.wav
UR,ur_rus_list1_FRcorp77,fois,1.89,2.23,0.34,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp77.wav
UR,ur_rus_list1_FRcorp78,dis,1.044503811919457,1.274287335247945,0.2298,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp78.wav
UR,ur_rus_list1_FRcorp78,tsarine,1.274287335247945,1.7607821385449776,0.4865,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp78.wav
UR,ur_rus_list1_FRcorp78,trois,1.7607821385449776,1.99774639697748,0.237,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp78.wav
UR,ur_rus_list1_FRcorp78,fois,1.99774639697748,2.338831314418204,0.3411,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp78.wav
UR,ur_rus_list1_FRcorp7,dis,1.0857930387675447,1.2778777027999524,0.1921,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp7.wav
UR,ur_rus_list1_FRcorp7,louche,1.2778777027999524,1.63,0.3521,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp7.wav
UR,ur_rus_list1_FRcorp7,trois,1.63,1.857722062449183,0.2277,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp7.wav
UR,ur_rus_list1_FRcorp7,fois,1.857722062449183,2.2,0.3423,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp7.wav
UR,ur_rus_list1_FRcorp8,la,1.83,2.07,0.24,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp8.wav
UR,ur_rus_list1_FRcorp8,roue,2.07,2.29,0.22,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp8.wav
UR,ur_rus_list1_FRcorp8,sur,2.29,2.63,0.34,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp8.wav
UR,ur_rus_list1_FRcorp8,la,2.63,2.85,0.22,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp8.wav
UR,ur_rus_list1_FRcorp8,rue,2.85,3.06,0.21,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp8.wav
UR,ur_rus_list1_FRcorp8,roule,3.06,3.53,0.47,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp8.wav
UR,ur_rus_list1_FRcorp8,la,3.77,4.01,0.24,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp8.wav
UR,ur_rus_list1_FRcorp8,rue,4.01,4.22,0.21,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp8.wav
UR,ur_rus_list1_FRcorp8,sous,4.22,4.51,0.29,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp8.wav
UR,ur_rus_list1_FRcorp8,la,4.51,4.71,0.2,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp8.wav
UR,ur_rus_list1_FRcorp8,roue,4.71,4.97,0.26,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp8.wav
UR,ur_rus_list1_FRcorp8,reste,5.02,5.49135952002591,0.4714,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp8.wav
UR,ur_rus_list1_FRcorp9,dis,1.3273537902376376,1.52,0.1926,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp9.wav
UR,ur_rus_list1_FRcorp9,tulle,1.52,1.8,0.28,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp9.wav
UR,ur_rus_list1_FRcorp9,trois,1.8,2.03,0.23,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp9.wav
UR,ur_rus_list1_FRcorp9,fois,2.03,2.35,0.32,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UR/ur_rus_list1_FRcorp9.wav
UV,uv_rus_list1_FRcorp10,dis,1.0609305629906127,1.72,0.6591,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp10.wav
UV,uv_rus_list1_FRcorp10,juxtaposer,2.01,4.9279807362135655,2.918,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp10.wav
UV,uv_rus_list1_FRcorp10,trois,4.9279807362135655,5.320228383332101,0.3922,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp10.wav
UV,uv_rus_list1_FRcorp10,fois,5.320228383332101,5.810537942230271,0.4903,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp10.wav
UV,uv_rus_list1_FRcorp11,dis,0.983689381003975,1.54,0.5563,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp11.wav
UV,uv_rus_list1_FRcorp11,pas,1.7,2.01,0.31,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp11.wav
UV,uv_rus_list1_FRcorp11,ceux,2.01,2.419612092450579,0.4096,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp11.wav
UV,uv_rus_list1_FRcorp11,trois,2.419612092450579,2.829875724292466,0.4103,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp11.wav
UV,uv_rus_list1_FRcorp11,fois,2.829875724292466,3.2946680666956163,0.4648,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp11.wav
UV,uv_rus_list1_FRcorp12,dis,1.02,1.2909032071574642,0.2709,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp12.wav
UV,uv_rus_list1_FRcorp12,garage,1.2909032071574642,1.81,0.5191,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp12.wav
UV,uv_rus_list1_FRcorp12,trois,1.81,2.138286025562372,0.3283,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp12.wav
UV,uv_rus_list1_FRcorp12,fois,2.138286025562372,2.582153216155419,0.4439,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp12.wav
UV,uv_rus_list1_FRcorp13,dis,0.874521064536469,1.39,0.5155,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp13.wav
UV,uv_rus_list1_FRcorp13,tsarine,1.8633628403374236,2.52,0.6566,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp13.wav
UV,uv_rus_list1_FRcorp13,trois,2.52,2.875501935463531,0.3555,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp13.wav
UV,uv_rus_list1_FRcorp13,fois,2.875501935463531,3.3310939578220857,0.4556,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp13.wav
UV,uv_rus_list1_FRcorp14,dis,1.05,1.41,0.36,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp14.wav
UV,uv_rus_list1_FRcorp14,cache,1.45,1.9,0.45,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp14.wav
UV,uv_rus_list1_FRcorp14,cache,1.9,2.29,0.39,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp14.wav
UV,uv_rus_list1_FRcorp14,trois,2.29,2.6299371189011667,0.3399,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp14.wav
UV,uv_rus_list1_FRcorp14,fois,2.6299371189011667,3.058376987596808,0.4284,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp14.wav
UV,uv_rus_list1_FRcorp15,dis,0.9596806096933748,1.442104144086982,0.4824,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/UV/uv_rus_list1_FRcorp15.wav
